当前比赛序号,当前主队,当前客队,历史比赛序号,历史比赛结果,历史PRO_最终预测结果,历史PRO_gap,历史PRO融合模型预测结果,历史PRO融合模型_gap,历史主队,历史客队,PRO_pattern_0_1_2,PRO_pattern_1_2_3,PRO_pattern_2_3_4,ENS_pattern_0_1_2,ENS_pattern_1_2_3,ENS_pattern_2_3_4,,parity,parity(严格）,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,,,843,主胜,主胜,0.3657,主胜,0.0175,"有两个0.052时 没有整体为大
0.0052有

36+7=43有！36+7=43+0有！
左边的：29-36-43 没有（连续的三个）
右边的：1-4-7没有（单独的特殊 没有）",37,(0)7-7,(8)14-6,(9)11-20,,,,2,0,1,,,,,,,,,,,,,,,,,,,
153,,,748,主胜,主胜,0.438,主胜,0.0052,,43,(2)1-3,(4)0-4,(1)4-3,,,,,0,1,,,,,,,,,,,,,,,,,,,
153,,,573,主胜,主胜,0.292,主胜,0.048,,33,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,
153,,,2071,主胜,主胜,0.499,主胜,0.0025,,49,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,
153,,,700,主胜,主胜,0.1889,主胜,0.0756,,25,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,阿德米拉,,260,平局,平局,0.3177,平局,0.036,"右边的这种0-3-6    3-8-13有两种）！！左边的：19-25-31有
这种0 31-34 0-3有  34-25 0-8 没有（要相等才行）
31+3=34 19+6=25有 有31+3=34+0（可能因为有另外一个在两者之间相加，所以不需要相邻）
",34,(9)12-3,(3)6-9,(7)2-9,,,,0,1,1,,,,,,,,,,,,,,,,,,,
154,阿德米拉,,966,主胜,平局,0.197,平局,0.0603,,25,(0)3-3,(4)6-2,(3)8-5,,,,,1,1,,,,,,,,,,,,,,,,,,,
154,阿德米拉,,1987,平局,平局,0.3413,平局,0.0003,,34,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,
154,阿德米拉,,792,客胜,平局,0.2517,平局,0.0898,,33,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,
154,阿德米拉,,1847,平局,平局,0.238,平局,0.1381,,36,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,"
","
",966,主胜,平局,0.197,平局,0.0603,"
左边的：19-25-31没有
右边的：3-8-13   0-3-6两种
这种0 31-34 0-3有  
31+3=34 19+6=25有 有31+3=34+0（有另外一个相加时，可以不相邻？？）",25,0,0,0,0,1,2,3,1,,,,,,,,,,,,,,,,,,,,
155,"
","
",260,平局,平局,0.3177,平局,0.036,,34,0,0,0,0,1,2,3,1,,,,,,,,,,,,,,,,,,,,
155,"
","
",792,客胜,平局,0.2517,平局,0.0898,,33,0,0,0,0,1,2,3,1,,,,,,,,,,,,,,,,,,,,
155,"
","
",1847,平局,平局,0.238,平局,0.1381,,36,0,0,0,0,1,2,3,1,,,,,,,,,,,,,,,,,,,,
155,"
","
",1987,平局,平局,0.3413,平局,0.0003,,34,0,0,0,0,1,2,3,1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,,卡塞塔纳,2164,主胜,平局,0.177,主胜,0.0104,,18,(3)7-4,(10)7-17,(7)5-12,,,,2,0,0,,,,,,,,,,,,,,,,,,,
156,,卡塞塔纳,72,平局,平局,0.0687,主胜,0.0867,"
可以认为18=17没有 17+1=18有！
3个8没有  6-30-18递增有
右边的8-8-9-8有（任意位置都会有）",14,(7)0-7,(1)0-1,(1)0-1,,,,,0,0,,,,,,,,,,,,,,,,,,,
156,,卡塞塔纳,1060,平局,平局,0.1346,主胜,0.0801,,21,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,
156,,卡塞塔纳,2136,平局,平局,0.3012,主胜,0.0918,,39,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,
156,,卡塞塔纳,486,主胜,平局,0.1821,主胜,0.0836,,26,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,特腊帕尼,,2138,客胜,客胜,0.1839,平局,0.0028,"
可以认为18=19没有 18+0=19也没有（本来就没有，要完全相等才行）",18,(12)13-1,(7)10-3,(5)10-5,,,,3,0,0,,,,,,,,,,,,,,,,,,,
157,特腊帕尼,,1630,平局,客胜,0.1756,平局,0.1867,,35,(12)18-6,(11)17-6,(5)14-9,,,,,0,0,,,,,,,,,,,,,,,,,,,
157,特腊帕尼,,70,平局,客胜,0.0427,平局,0.2494,,28,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,
157,特腊帕尼,,87,平局,客胜,0.146,平局,0.0128,,15,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,
157,特腊帕尼,,2288,平局,客胜,0.193,平局,0.1548,,34,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,韦尔切利,,1348,主胜,客胜,0.2642,主胜,0.0273,"这种情况下：0-2-4  0-1-2 只能有一个 1-4-7也有 所以总体两个递增
1=2没有
45+2=40+7 有
42+4=45+1 有",28,(4)18-14,(30)32-2,(1)2-3,,,,3,1,1,,,,,,,,,,,,,,,,,,,
158,韦尔切利,,79,主胜,客胜,0.0817,主胜,0.0087,,8,(3)2-5,(1)4-3,(0)3-3,,,,,1,1,,,,,,,,,,,,,,,,,,,
158,韦尔切利,,2145,客胜,客胜,0.4065,主胜,0.074,,47,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,
158,韦尔切利,,399,客胜,客胜,0.4299,主胜,0.0428,,46,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,
158,韦尔切利,,457,客胜,客胜,0.4537,主胜,0.0118,,46,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,"
","
",1569,平局,平局,0.4832,主胜,0.0464,"4=4有（不受5 的影响）
这种0时，也有48-52  4-0 没有52-46 0-5（要相等才行）
48+4=52 有 48+4=52+0有 另外一个48+4=52有  另外一个48+4=52+0 有但是可能有48+4=48+4！！",52,0,0,1,0,0,0,1,1,"0.48,0.52,0.30,0.46,0.34",0,"
","
","0.04,0.00,0.09,0.05,0.04",0,"
","
","1.61,1.67,1.70,1.72,1.67",0,0,"
","3.75,3.75,3.65,3.83,3.70",1,2,,,,,
159,"
","
",1090,平局,平局,0.5211,主胜,0.0001,,52,0,0,1,0,0,0,1,1,"0.48,0.52,0.30,0.46,0.34",0,"
","
","0.04,0.00,0.09,0.05,0.04",0,"
","
","1.61,1.67,1.70,1.72,1.67",0,0,"
","3.75,3.75,3.65,3.83,3.70",1,2,,,,,
159,"
","
",2136,平局,平局,0.3012,主胜,0.0918,,39,0,0,1,0,0,0,1,1,"0.48,0.52,0.30,0.46,0.34",0,"
","
","0.04,0.00,0.09,0.05,0.04",0,"
","
","1.61,1.67,1.70,1.72,1.67",0,0,"
","3.75,3.75,3.65,3.83,3.70",1,2,,,,,
159,"
","
",1953,主胜,平局,0.465,主胜,0.0554,,51,0,0,1,0,0,0,1,1,"0.48,0.52,0.30,0.46,0.34",0,"
","
","0.04,0.00,0.09,0.05,0.04",0,"
","
","1.61,1.67,1.70,1.72,1.67",0,0,"
","3.75,3.75,3.65,3.83,3.70",1,2,,,,,
159,"
","
",2063,客胜,平局,0.3401,主胜,0.0427,,38,0,0,1,0,0,0,1,1,"0.48,0.52,0.30,0.46,0.34",0,"
","
","0.04,0.00,0.09,0.05,0.04",0,"
","
","1.61,1.67,1.70,1.72,1.67",0,0,"
","3.75,3.75,3.65,3.83,3.70",1,2,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,,隆美辛尼,2164,主胜,平局,0.177,主胜,0.0104,,18,(2)11-13,(10)7-17,(2)7-5,,,,2,0,0,,,,,,,,,,,,,,,,,,,
160,,隆美辛尼,2136,平局,平局,0.3012,主胜,0.0918,"可以认为 17=18 没有
17+1=18 有！！
9-8-8-8有（任意位置都有）
0.01有 三个8没有 左边的递增 30-6-18有",39,(6)7-1,(1)0-1,(0)0-0,,,,,0,0,,,,,,,,,,,,,,,,,,,
160,,隆美辛尼,72,平局,平局,0.0687,主胜,0.0867,,14,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,
160,,隆美辛尼,1060,平局,平局,0.1346,主胜,0.0801,,21,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,
160,,隆美辛尼,486,主胜,平局,0.1821,主胜,0.0836,,26,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,,卡萨拉诺,2206,主胜,客胜,0.3931,客胜,0.0263,"有两个0.0045时 不视为大整体有！！
39-39 2-2  39-39 0-0两个只有一个 
这种0 37-43 0-7没有（要相等才有行
没有39+2=39+2（因为两个都一样时要有39+2=41才行）",41,(19)0-19,(15)17-2,(11)17-6,,,,1,1,1,,,,,,,,,,,,,,,,,,,
161,,卡萨拉诺,2033,主胜,客胜,0.3935,客胜,0.02,,41,(2)0-2,(3)2-5,(7)0-7,,,,,1,1,,,,,,,,,,,,,,,,,,,
161,,卡萨拉诺,2042,平局,客胜,0.2038,客胜,0.0045,,20,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,
161,,卡萨拉诺,2083,客胜,客胜,0.3768,客胜,0.0781,,44,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,
161,,卡萨拉诺,2127,客胜,客胜,0.4359,客胜,0.0027,,43,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,,,700,主胜,主胜,0.1889,主胜,0.0756,"0-1-4-4有
1+7=8有
下面一行的0-1没有！！！
右边的1-4-7 没有（因为有三个连续的）",25,(1)10-11,(3)9-12,(4)16-12,,,,2,1,0,,,,,,,,,,,,,,,,,,,
162,,,2267,平局,主胜,0.0895,主胜,0.0181,,9,(0)3-3,(3)0-3,(4)0-4,,,,,1,0,,,,,,,,,,,,,,,,,,,
162,,,573,主胜,主胜,0.292,主胜,0.048,,33,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,
162,,,802,主胜,主胜,0.1713,主胜,0.0477,,21,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,
162,,,1586,客胜,主胜,0.016,主胜,0.0054,,1,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,"
","
",693,客胜,客胜,0.016,客胜,0.0427,"这种0在最下面有 8-20 11-0 没有（需要相等才行）
6+2=8有
右边的4-2-0有",5,1,0,0,0,0,0,1,1,"0.01,0.06,0.18,0.08,0.20",0,"
","
","0.04,0.02,0.18,0.11,0.00",1,0.00|0.02|0.04,0.00|0.02|0.04;0.04|0.11|0.18,"4.50,4.40,4.60,4.54,4.33",1,1,,,,,,,,,
163,"
","
",2149,主胜,客胜,0.068,客胜,0.0299,,8,1,0,0,0,0,0,1,1,"0.01,0.06,0.18,0.08,0.20",0,"
","
","0.04,0.02,0.18,0.11,0.00",1,0.00|0.02|0.04,0.00|0.02|0.04;0.04|0.11|0.18,"4.50,4.40,4.60,4.54,4.33",1,1,,,,,,,,,
163,"
","
",2282,客胜,客胜,0.1892,客胜,0.1821,,36,1,0,0,0,0,0,1,1,"0.01,0.06,0.18,0.08,0.20",0,"
","
","0.04,0.02,0.18,0.11,0.00",1,0.00|0.02|0.04,0.00|0.02|0.04;0.04|0.11|0.18,"4.50,4.40,4.60,4.54,4.33",1,1,,,,,,,,,
163,"
","
",1555,客胜,客胜,0.0843,客胜,0.1135,,19,1,0,0,0,0,0,1,1,"0.01,0.06,0.18,0.08,0.20",0,"
","
","0.04,0.02,0.18,0.11,0.00",1,0.00|0.02|0.04,0.00|0.02|0.04;0.04|0.11|0.18,"4.50,4.40,4.60,4.54,4.33",1,1,,,,,,,,,
163,"
","
",2042,平局,客胜,0.2038,客胜,0.0045,,20,1,0,0,0,0,0,1,1,"0.01,0.06,0.18,0.08,0.20",0,"
","
","0.04,0.02,0.18,0.11,0.00",1,0.00|0.02|0.04,0.00|0.02|0.04;0.04|0.11|0.18,"4.50,4.40,4.60,4.54,4.33",1,1,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,"
","
",966,主胜,平局,0.197,平局,0.0603,"这种13+6=19 有！！
19+6=25有   31+3=34有 34+0=31+3没有（这种需要相邻时才行）
这种0-3-6 有  
右边的0-3-6 3-8-13 都有
这种0时 有31-34 0-3  没有25-34 0-8（要相同才行）",25,0,0,0,2,1,1,4,0,"0.19,0.31,0.25,0.34,0.23",1,0.19|0.25|0.31,0.19|0.25|0.31,"0.06,0.03,0.08,0.00,0.13",1,0.00|0.03|0.06,0.00|0.03|0.06;0.03|0.08|0.13,,,,,,,,,,,,
164,"
","
",260,平局,平局,0.3177,平局,0.036,,34,0,0,0,2,1,1,4,0,"0.19,0.31,0.25,0.34,0.23",1,0.19|0.25|0.31,0.19|0.25|0.31,"0.06,0.03,0.08,0.00,0.13",1,0.00|0.03|0.06,0.00|0.03|0.06;0.03|0.08|0.13,,,,,,,,,,,,
164,"
","
",792,客胜,平局,0.2517,平局,0.0898,,33,0,0,0,2,1,1,4,0,"0.19,0.31,0.25,0.34,0.23",1,0.19|0.25|0.31,0.19|0.25|0.31,"0.06,0.03,0.08,0.00,0.13",1,0.00|0.03|0.06,0.00|0.03|0.06;0.03|0.08|0.13,,,,,,,,,,,,
164,"
","
",1987,平局,平局,0.3413,平局,0.0003,,34,0,0,0,2,1,1,4,0,"0.19,0.31,0.25,0.34,0.23",1,0.19|0.25|0.31,0.19|0.25|0.31,"0.06,0.03,0.08,0.00,0.13",1,0.00|0.03|0.06,0.00|0.03|0.06;0.03|0.08|0.13,,,,,,,,,,,,
164,"
","
",1847,平局,平局,0.238,平局,0.1381,,36,0,0,0,2,1,1,4,0,"0.19,0.31,0.25,0.34,0.23",1,0.19|0.25|0.31,0.19|0.25|0.31,"0.06,0.03,0.08,0.00,0.13",1,0.00|0.03|0.06,0.00|0.03|0.06;0.03|0.08|0.13,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,,博洛尼亚,2083,客胜,客胜,0.3768,客胜,0.0781,"37+7=43没有
整体大有
43-43-8-8有
左边的：39—41-43有 因为两个连续三个！！！另外一个37-39-41有 ？
7-8有
39+2=41有 43+8=43+8（相同时没有？）37+8=41+4有",44,(2)4-2,(0)2-2,(0)2-2,,,,1,1,1,,,,,,,,,,,,,,,,,,,
165,,博洛尼亚,2010,客胜,客胜,0.4345,客胜,0.0814,,51,(2)3-1,(2)2-4,(2)2-4,,,,,1,1,,,,,,,,,,,,,,,,,,,
165,,博洛尼亚,2231,客胜,客胜,0.4198,客胜,0.047,,45,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,
165,,博洛尼亚,2206,主胜,客胜,0.3931,客胜,0.0263,,41,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,
165,,博洛尼亚,2207,客胜,客胜,0.4389,客胜,0.0866,,51,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,,,258,主胜,平局,0.3342,客胜,0.1316,"这种12-13-14 6-13-20 有两个 因为有连续三个 （12-13-14）
20+13=33有！！
25+13=26+12有 
14+14=28有",46,(5)12-7,(10)12-2,(1)1-2,,,,0,0,0,,,,,,,,,,,,,,,,,,,
166,,,14,客胜,平局,0.1469,客胜,0.1402,,28,(0)1-1,(4)6-2,(2)6-8,,,,,0,0,,,,,,,,,,,,,,,,,,,
166,,,2104,客胜,平局,0.2617,客胜,0.1278,,38,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,
166,,,1895,客胜,平局,0.2832,客胜,0.0619,,34,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,
166,,,1958,客胜,平局,0.2555,客胜,0.2,,45,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,,恩波利,843,主胜,主胜,0.3657,主胜,0.0175,"0-0-1没有
两个0.0052 没有整体大
0.0052有
这种1-4-7有",37,(4)11-7,(3)11-14,(19)25-6,,,,2,0,0,,,,,,,,,,,,,,,,,,,
167,,恩波利,573,主胜,主胜,0.292,主胜,0.048,,33,(0)3-3,(1)4-3,(7)0-7,,,,,0,0,,,,,,,,,,,,,,,,,,,
167,,恩波利,700,主胜,主胜,0.1889,主胜,0.0756,,25,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,
167,,恩波利,748,主胜,主胜,0.438,主胜,0.0052,,43,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,
167,,恩波利,2071,主胜,主胜,0.499,主胜,0.0025,,49,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,"
","
",843,主胜,主胜,0.3657,主胜,0.0175,"
 两个0.0052 为没有整体大
0.0052有
这种1-4-7有",37,0,0,0,1,0,2,3,1,"0.36,0.29,0.43,0.18,0.49",1,0.29|0.36|0.43,0.29|0.36|0.43,"0.01,0.04,0.00,0.07,0.00",1,0.01|0.04|0.07,0.01|0.04|0.07,,,,,,,,,,,,
168,"
","
",573,主胜,主胜,0.292,主胜,0.048,,33,0,0,0,1,0,2,3,1,"0.36,0.29,0.43,0.18,0.49",1,0.29|0.36|0.43,0.29|0.36|0.43,"0.01,0.04,0.00,0.07,0.00",1,0.01|0.04|0.07,0.01|0.04|0.07,,,,,,,,,,,,
168,"
","
",748,主胜,主胜,0.438,主胜,0.0052,,43,0,0,0,1,0,2,3,1,"0.36,0.29,0.43,0.18,0.49",1,0.29|0.36|0.43,0.29|0.36|0.43,"0.01,0.04,0.00,0.07,0.00",1,0.01|0.04|0.07,0.01|0.04|0.07,,,,,,,,,,,,
168,"
","
",700,主胜,主胜,0.1889,主胜,0.0756,,25,0,0,0,1,0,2,3,1,"0.36,0.29,0.43,0.18,0.49",1,0.29|0.36|0.43,0.29|0.36|0.43,"0.01,0.04,0.00,0.07,0.00",1,0.01|0.04|0.07,0.01|0.04|0.07,,,,,,,,,,,,
168,"
","
",2071,主胜,主胜,0.499,主胜,0.0025,,49,0,0,0,1,0,2,3,1,"0.36,0.29,0.43,0.18,0.49",1,0.29|0.36|0.43,0.29|0.36|0.43,"0.01,0.04,0.00,0.07,0.00",1,0.01|0.04|0.07,0.01|0.04|0.07,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,"
","
",573,主胜,主胜,0.292,主胜,0.048,"0-0-1没有
两个0.0052 没有整体大
0.0052有
这种1-4-7有 ","
",0,0,0,0,0,1,1,1,"0.29,0.36,0.18,0.43,0.49",1,0.29|0.36|0.43,0.29|0.36|0.43,"0.04,0.01,0.07,0.00,0.00",1,0.01|0.04|0.07,0.01|0.04|0.07,,,,,,,,,,,,
169,"
","
",843,主胜,主胜,0.3657,主胜,0.0175,,"
",0,0,0,0,0,1,1,1,"0.29,0.36,0.18,0.43,0.49",1,0.29|0.36|0.43,0.29|0.36|0.43,"0.04,0.01,0.07,0.00,0.00",1,0.01|0.04|0.07,0.01|0.04|0.07,,,,,,,,,,,,
169,"
","
",700,主胜,主胜,0.1889,主胜,0.0756,,"
",0,0,0,0,0,1,1,1,"0.29,0.36,0.18,0.43,0.49",1,0.29|0.36|0.43,0.29|0.36|0.43,"0.04,0.01,0.07,0.00,0.00",1,0.01|0.04|0.07,0.01|0.04|0.07,,,,,,,,,,,,
169,"
","
",748,主胜,主胜,0.438,主胜,0.0052,,"
",0,0,0,0,0,1,1,1,"0.29,0.36,0.18,0.43,0.49",1,0.29|0.36|0.43,0.29|0.36|0.43,"0.04,0.01,0.07,0.00,0.00",1,0.01|0.04|0.07,0.01|0.04|0.07,,,,,,,,,,,,
169,"
","
",2071,主胜,主胜,0.499,主胜,0.0025,,"
",0,0,0,0,0,1,1,1,"0.29,0.36,0.18,0.43,0.49",1,0.29|0.36|0.43,0.29|0.36|0.43,"0.04,0.01,0.07,0.00,0.00",1,0.01|0.04|0.07,0.01|0.04|0.07,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,"
","
",1406,客胜,主胜,0.3832,客胜,0.05,"左边的：38-26-50没有（单独的特殊情况是没有的）

38+5+8=50没有
54+1=50+5有！！！",43,0,0,0,0,0,1,1,1,"0.38,0.35,0.26,0.54,0.50",1,0.26|0.38|0.50,0.26|0.38|0.50,"0.05,0.00,0.01,0.01,0.08",0,"
","
",,,,,,,,,,,,
170,"
","
",85,客胜,主胜,0.3506,客胜,0.0024,,35,0,0,0,0,0,1,1,1,"0.38,0.35,0.26,0.54,0.50",1,0.26|0.38|0.50,0.26|0.38|0.50,"0.05,0.00,0.01,0.01,0.08",0,"
","
",,,,,,,,,,,,
170,"
","
",1822,客胜,主胜,0.2626,客胜,0.0198,,27,0,0,0,0,0,1,1,1,"0.38,0.35,0.26,0.54,0.50",1,0.26|0.38|0.50,0.26|0.38|0.50,"0.05,0.00,0.01,0.01,0.08",0,"
","
",,,,,,,,,,,,
170,"
","
",534,主胜,主胜,0.5465,客胜,0.01,,55,0,0,0,0,0,1,1,1,"0.38,0.35,0.26,0.54,0.50",1,0.26|0.38|0.50,0.26|0.38|0.50,"0.05,0.00,0.01,0.01,0.08",0,"
","
",,,,,,,,,,,,
170,"
","
",2280,客胜,主胜,0.5021,客胜,0.0876,,58,0,0,0,0,0,1,1,1,"0.38,0.35,0.26,0.54,0.50",1,0.26|0.38|0.50,0.26|0.38|0.50,"0.05,0.00,0.01,0.01,0.08",0,"
","
",,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,,,2138,客胜,客胜,0.1839,平局,0.0028,"有这种0  19-34  15-0
18+1=19有  19+15=34有",18,(0)1-1,(13)2-15,(10)5-15,,,,2,0,0,,,,,,,,,,,,,,,,,,,
171,,,1630,平局,客胜,0.1756,平局,0.1867,,35,(12)15-3,(12)15-3,(13)1-14,,,,,0,0,,,,,,,,,,,,,,,,,,,
171,,,2288,平局,客胜,0.193,平局,0.1548,,34,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,
171,,,1266,平局,客胜,0.3458,平局,0.0073,,34,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,
171,,,87,平局,客胜,0.146,平局,0.0128,,15,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,"
","
",1630,平局,客胜,0.1756,平局,0.1867,"上面的17=18没有
左边单独的19-19没有！！！
左边的：17-18-19递增没有（因为2个里面有连续的三个）",35,0,1,0,1,1,1,4,0,"0.17,0.18,0.19,0.19,0.04",1,0.17|0.18|0.19,0.17|0.18|0.19,"0.18,0.00,0.15,0.19,0.24",0,"
","
",,,,,,,,,,,,
172,"
","
",2138,客胜,客胜,0.1839,平局,0.0028,,18,0,1,0,1,1,1,4,0,"0.17,0.18,0.19,0.19,0.04",1,0.17|0.18|0.19,0.17|0.18|0.19,"0.18,0.00,0.15,0.19,0.24",0,"
","
",,,,,,,,,,,,
172,"
","
",2288,平局,客胜,0.193,平局,0.1548,,34,0,1,0,1,1,1,4,0,"0.17,0.18,0.19,0.19,0.04",1,0.17|0.18|0.19,0.17|0.18|0.19,"0.18,0.00,0.15,0.19,0.24",0,"
","
",,,,,,,,,,,,
172,"
","
",1080,平局,客胜,0.1985,平局,0.1902,,38,0,1,0,1,1,1,4,0,"0.17,0.18,0.19,0.19,0.04",1,0.17|0.18|0.19,0.17|0.18|0.19,"0.18,0.00,0.15,0.19,0.24",0,"
","
",,,,,,,,,,,,
172,"
","
",70,平局,客胜,0.0427,平局,0.2494,,28,0,1,0,1,1,1,4,0,"0.17,0.18,0.19,0.19,0.04",1,0.17|0.18|0.19,0.17|0.18|0.19,"0.18,0.00,0.15,0.19,0.24",0,"
","
",,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,"
","
",2138,客胜,客胜,0.1839,平局,0.0028,"18=17没有 但是18+0=17也没有

左边单独的17=17没有！！！
17+18=17+18有
17+0=17没有（两个17在同一侧时）",18,1,2,0,0,0,0,3,1,"0.18,0.17,0.14,0.19,0.17",1,0.17|0.18|0.19,0.17|0.18|0.19,"0.00,0.18,0.01,0.15,0.10",0,"
","
",,,,,,,,,,,,
173,"
","
",1630,平局,客胜,0.1756,平局,0.1867,,35,1,2,0,0,0,0,3,1,"0.18,0.17,0.14,0.19,0.17",1,0.17|0.18|0.19,0.17|0.18|0.19,"0.00,0.18,0.01,0.15,0.10",0,"
","
",,,,,,,,,,,,
173,"
","
",87,平局,客胜,0.146,平局,0.0128,,15,1,2,0,0,0,0,3,1,"0.18,0.17,0.14,0.19,0.17",1,0.17|0.18|0.19,0.17|0.18|0.19,"0.00,0.18,0.01,0.15,0.10",0,"
","
",,,,,,,,,,,,
173,"
","
",2288,平局,客胜,0.193,平局,0.1548,,34,1,2,0,0,0,0,3,1,"0.18,0.17,0.14,0.19,0.17",1,0.17|0.18|0.19,0.17|0.18|0.19,"0.00,0.18,0.01,0.15,0.10",0,"
","
",,,,,,,,,,,,
173,"
","
",902,平局,客胜,0.175,平局,0.1035,,27,1,2,0,0,0,0,3,1,"0.18,0.17,0.14,0.19,0.17",1,0.17|0.18|0.19,0.17|0.18|0.19,"0.00,0.18,0.01,0.15,0.10",0,"
","
",,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,"
","
",2138,客胜,客胜,0.1839,平局,0.0028,"

18=19没有  但是19+0=18也没有
这种0 34-19  0-15 有  34-17 0-18没有（相同时才有）
14+1=0+15有
19+15=34有
34+0=19+15没有",18,0,0,1,0,0,1,2,0,"0.18,0.17,0.14,0.34,0.19",1,0.17|0.18|0.19,0.17|0.18|0.19,"0.00,0.18,0.01,0.00,0.15",0,"
","
",,,,,,,,,,,,
174,"
","
",1630,平局,客胜,0.1756,平局,0.1867,,35,0,0,1,0,0,1,2,0,"0.18,0.17,0.14,0.34,0.19",1,0.17|0.18|0.19,0.17|0.18|0.19,"0.00,0.18,0.01,0.00,0.15",0,"
","
",,,,,,,,,,,,
174,"
","
",87,平局,客胜,0.146,平局,0.0128,,15,0,0,1,0,0,1,2,0,"0.18,0.17,0.14,0.34,0.19",1,0.17|0.18|0.19,0.17|0.18|0.19,"0.00,0.18,0.01,0.00,0.15",0,"
","
",,,,,,,,,,,,
174,"
","
",1266,平局,客胜,0.3458,平局,0.0073,,34,0,0,1,0,0,1,2,0,"0.18,0.17,0.14,0.34,0.19",1,0.17|0.18|0.19,0.17|0.18|0.19,"0.00,0.18,0.01,0.00,0.15",0,"
","
",,,,,,,,,,,,
