比赛编号,PRO_pattern_0_1_2,PRO_pattern_1_2_3,PRO_pattern_2_3_4,ENS_pattern_0_1_2,ENS_pattern_1_2_3,ENS_pattern_2_3_4,比赛结果
1730,(0)4-4,(2)3-1,(3)1-4,(3)5-2,(7)0-7,(7)0-7,主胜
1731,(2)5-3,(2)1-3,(1)3-4,(5)1-6,(7)1-8,(9)0-9,客胜
1732,(2)0-2,(1)0-1,(0)1-1,(1)0-1,(1)1-2,(2)0-2,客胜
1733,(2)0-2,(0)2-2,(2)1-3,(4)5-1,(1)3-2,(2)3-1,客胜
1734,(1)2-1,(0)2-2,(9)13-4,(1)2-3,(1)2-3,(1)2-3,平局
1735,(5)2-7,(1)3-2,(15)5-20,(5)6-1,(5)7-2,(7)9-2,平局
1736,(1)1-2,(1)0-1,(8)0-8,(6)2-8,(10)0-10,(5)0-5,主胜
1737,(0)1-1,(1)2-1,(1)1-2,(2)0-2,(0)1-1,(1)2-1,平局
1738,(2)0-2,(2)4-2,(4)6-2,(1)0-1,(1)0-1,(0)1-1,主胜
1739,(2)1-3,(1)0-1,(2)0-2,(2)0-2,(3)2-5,(3)5-2,主胜
1740,(0)2-2,(3)5-2,(4)5-9,(3)2-5,(4)3-7,(0)3-3,主胜
1741,(3)5-2,(6)7-1,(2)5-3,(2)0-2,(5)0-5,(3)2-5,主胜
1742,(2)0-2,(2)0-2,(2)0-2,(0)0-0,(4)0-4,(2)3-1,平局
1743,(10)3-13,(4)10-6,(4)5-1,(1)1-2,(1)1-2,(1)1-2,平局
1744,(0)1-1,(0)1-1,(0)1-1,(6)7-1,(1)2-1,(1)3-2,平局
1745,(1)0-1,(0)1-1,(0)1-1,(1)1-2,(2)0-2,(0)1-1,平局
1746,(2)5-3,(5)0-5,(1)0-1,(1)0-1,(0)1-1,(0)2-2,主胜
1747,(2)3-1,(3)0-3,(9)0-9,(7)1-8,(7)8-1,(1)0-1,平局
1748,(6)0-6,(2)0-2,(5)7-2,(5)0-5,(3)1-4,(8)1-9,主胜
1749,(4)6-2,(0)2-2,(2)1-3,(0)0-0,(1)0-1,(1)0-1,主胜
1750,(1)0-1,(12)13-1,(0)7-7,(1)0-1,(1)0-1,(1)0-1,平局
1751,(7)0-7,(4)0-4,(4)0-4,(4)0-4,(4)0-4,(1)0-1,平局
1752,(12)13-1,(10)12-2,(11)12-1,(1)0-1,(1)1-2,(3)0-3,平局
1753,(6)2-8,(8)9-1,(2)3-1,(0)0-0,(1)0-1,(0)1-1,主胜
1754,(0)4-4,(6)7-1,(2)3-1,(3)6-3,(5)1-6,(5)6-1,主胜
1755,(2)1-3,(0)3-3,(6)0-6,(2)0-2,(1)0-1,(1)0-1,主胜
1756,(6)0-6,(2)0-2,(0)2-2,(5)0-5,(3)1-4,(3)1-4,主胜
1757,(0)1-1,(0)1-1,(1)1-2,(2)0-2,(1)1-2,(1)2-1,平局
1758,(3)0-3,(1)3-2,(1)3-2,(1)0-1,(1)0-1,(1)1-2,客胜
1759,(3)1-4,(3)1-4,(3)4-1,(3)0-3,(1)1-2,(0)1-1,客胜
1760,(4)5-1,(3)5-2,(2)0-2,(0)4-4,(2)1-3,(0)1-1,客胜
1761,(5)6-1,(1)0-1,(1)0-1,(1)0-1,(1)0-1,(2)0-2,客胜
1762,(0)4-4,(4)6-2,(0)1-1,(5)0-5,(1)2-3,(1)1-2,主胜
1763,(3)1-4,(1)0-1,(3)4-1,(3)0-3,(1)1-2,(0)1-1,客胜
1764,(5)7-2,(2)0-2,(8)0-8,(0)0-0,(0)0-0,(0)0-0,平局
1765,(0)0-0,(2)0-2,(2)2-4,(2)0-2,(3)0-3,(3)0-3,主胜
1766,(2)4-2,(3)4-1,(1)1-2,(0)4-4,(4)4-8,(10)1-11,客胜
1767,(4)3-7,(4)3-7,(3)2-5,(1)0-1,(3)0-3,(1)2-1,客胜
1768,(5)2-7,(3)3-6,(4)2-6,(1)2-1,(2)3-1,(2)1-3,客胜
1769,(3)4-1,(5)6-1,(0)3-3,(4)6-2,(6)8-2,(7)9-2,客胜
1770,(0)6-6,(4)4-8,(2)3-1,(1)3-2,(4)3-7,(7)0-7,平局
1771,(7)0-7,(5)7-2,(1)4-5,(1)0-1,(0)0-0,(4)0-4,客胜
1772,(1)2-1,(1)2-1,(2)1-3,(1)3-2,(1)2-3,(2)0-2,主胜
1773,(0)1-1,(1)1-2,(2)3-1,(1)0-1,(1)0-1,(2)0-2,主胜
1774,(4)6-2,(0)4-4,(3)4-1,(0)0-0,(1)0-1,(1)0-1,主胜
1775,(2)3-1,(0)3-3,(4)1-5,(4)0-4,(2)3-1,(1)3-4,平局
1776,(5)1-6,(4)1-5,(0)1-1,(0)0-0,(1)0-1,(1)1-2,平局
1777,(0)1-1,(0)2-2,(1)3-2,(6)7-1,(5)6-1,(4)5-1,平局
1778,(4)2-6,(2)5-3,(4)5-1,(0)1-1,(0)1-1,(1)0-1,平局
1779,(2)2-4,(4)2-6,(2)0-2,(2)0-2,(0)2-2,(2)0-2,平局
1780,(0)1-1,(0)1-1,(1)3-2,(6)7-1,(1)2-1,(2)3-1,平局
1781,(1)0-1,(7)0-7,(5)7-2,(1)0-1,(1)0-1,(1)0-1,主胜
1782,(4)2-6,(8)2-10,(8)12-4,(1)0-1,(1)0-1,(1)0-1,主胜
1783,(2)0-2,(9)0-9,(7)2-9,(5)10-5,(2)3-5,(4)6-2,主胜
1784,(2)0-2,(1)2-1,(1)2-1,(5)0-5,(2)0-2,(3)2-5,主胜
1785,(4)5-1,(3)5-2,(2)0-2,(0)4-4,(2)1-3,(0)1-1,客胜
1786,(10)3-13,(4)9-13,(10)16-6,(1)1-2,(6)1-7,(5)7-2,平局
1787,(1)2-1,(1)1-2,(1)0-1,(2)1-3,(2)3-1,(3)4-1,主胜
1788,(9)0-9,(6)0-6,(6)0-6,(0)0-0,(3)0-3,(1)2-1,主胜
1789,(6)0-6,(2)0-2,(0)1-1,(5)0-5,(3)1-4,(1)0-1,主胜
1790,(3)4-1,(5)6-1,(0)3-3,(4)6-2,(6)8-2,(7)9-2,客胜
1791,(1)7-6,(3)8-5,(1)3-2,(1)0-1,(1)0-1,(1)0-1,主胜
1792,(2)3-1,(4)1-5,(3)8-5,(4)7-3,(3)5-2,(2)4-2,主胜
1793,(4)0-4,(0)2-2,(1)2-1,(2)0-2,(0)2-2,(2)3-1,客胜
1794,(6)2-8,(4)8-4,(10)11-1,(6)7-1,(1)2-1,(1)2-3,平局
1795,(10)1-11,(10)1-11,(5)8-3,(0)5-5,(3)5-8,(5)9-4,平局
1796,(6)0-6,(6)0-6,(2)0-2,(1)1-2,(3)0-3,(2)0-2,平局
1797,(0)1-1,(1)1-2,(0)3-3,(6)7-1,(3)5-2,(1)5-4,平局
1798,(5)1-6,(10)1-11,(4)7-11,(9)12-3,(3)9-6,(0)3-3,主胜
1799,(3)5-2,(3)4-7,(4)4-8,(2)0-2,(3)0-3,(2)5-3,主胜
1800,(0)1-1,(4)1-5,(3)2-5,(1)0-1,(1)0-1,(0)1-1,平局
1801,(7)12-5,(11)14-3,(3)6-3,(0)1-1,(1)2-1,(2)3-5,主胜
1802,(0)1-1,(4)5-1,(0)3-3,(6)7-1,(7)8-1,(1)5-4,平局
1803,(2)0-2,(2)0-2,(0)1-1,(1)2-1,(1)1-2,(1)0-1,客胜
1804,(0)4-4,(0)2-2,(8)10-2,(0)0-0,(1)0-1,(1)0-1,主胜
1805,(1)2-1,(1)2-3,(1)2-3,(1)0-1,(1)0-1,(2)0-2,平局
1806,(2)6-8,(10)12-2,(8)10-2,(0)0-0,(1)0-1,(1)0-1,主胜
1807,(1)2-1,(1)3-2,(1)2-3,(3)4-1,(5)0-5,(1)3-2,平局
1808,(5)7-2,(2)0-2,(8)0-8,(0)0-0,(0)0-0,(0)0-0,平局
1809,(11)0-11,(11)0-11,(10)0-10,(0)1-1,(1)0-1,(1)0-1,平局
1810,(2)0-2,(0)1-1,(0)1-1,(0)1-1,(1)0-1,(1)1-2,客胜
1811,(4)1-5,(5)11-6,(1)8-9,(6)0-6,(6)0-6,(6)0-6,客胜
1812,(0)2-2,(2)0-2,(8)0-8,(0)2-2,(2)0-2,(0)2-2,平局
1813,(3)0-3,(1)3-2,(2)0-2,(1)2-1,(2)1-3,(1)1-2,客胜
1814,(9)0-9,(7)2-9,(11)0-11,(2)3-5,(1)7-8,(1)7-6,主胜
1815,(2)0-2,(1)1-2,(3)4-1,(1)1-2,(2)1-3,(4)0-4,客胜
1816,(2)0-2,(1)1-2,(3)4-1,(1)1-2,(2)1-3,(4)0-4,客胜
1817,(4)3-7,(8)9-1,(1)0-1,(1)0-1,(1)0-1,(1)0-1,客胜
1818,(1)4-3,(6)7-1,(3)8-5,(8)1-9,(5)1-6,(2)4-2,主胜
1819,(4)2-6,(0)4-4,(4)4-8,(1)0-1,(3)1-4,(3)1-4,主胜
1820,(4)0-4,(9)0-9,(1)4-5,(2)0-2,(2)0-2,(0)1-1,客胜
1821,(4)6-2,(0)2-2,(1)3-4,(0)0-0,(1)0-1,(1)0-1,主胜
1822,(5)4-9,(1)14-13,(9)18-9,(1)1-2,(1)2-1,(2)2-4,客胜
1823,(2)0-2,(2)0-2,(2)4-2,(5)10-5,(1)3-2,(15)17-2,主胜
1824,(1)0-1,(3)0-3,(1)1-2,(0)1-1,(0)1-1,(1)2-1,平局
1825,(4)6-2,(0)6-6,(0)6-6,(3)6-3,(8)1-9,(10)1-11,平局
1826,(7)9-2,(3)4-7,(6)7-1,(1)2-3,(3)0-3,(5)0-5,主胜
1827,(10)14-4,(14)0-14,(2)0-2,(4)0-4,(2)0-2,(1)2-1,平局
1828,(10)3-13,(9)3-12,(13)15-2,(1)1-2,(3)0-3,(2)0-2,平局
1829,(6)7-1,(3)4-1,(5)0-5,(2)3-1,(1)2-1,(0)1-1,平局
1830,(0)1-1,(0)1-1,(1)3-2,(6)7-1,(1)2-1,(2)3-1,平局
1831,(3)1-4,(0)1-1,(0)1-1,(3)0-3,(2)3-1,(1)2-1,客胜
1832,(2)6-4,(3)4-1,(1)3-2,(1)0-1,(1)0-1,(1)1-2,平局
1833,(4)0-4,(0)2-2,(2)4-2,(2)0-2,(0)2-2,(1)4-3,客胜
1834,(11)13-2,(8)10-2,(8)12-4,(1)0-1,(3)1-4,(5)0-5,主胜
1835,(1)4-3,(5)4-9,(5)7-2,(8)1-9,(1)4-5,(1)4-5,主胜
1836,(0)0-0,(1)0-1,(2)3-1,(0)1-1,(0)2-2,(2)1-3,平局
1837,(0)1-1,(2)1-3,(3)4-1,(6)7-1,(0)1-1,(1)2-1,平局
1838,(2)6-8,(6)10-4,(8)12-4,(0)0-0,(0)0-0,(1)0-1,主胜
1839,(3)0-3,(1)1-2,(2)0-2,(1)2-1,(3)0-3,(1)0-1,客胜
1840,(0)3-3,(1)1-2,(1)0-1,(4)0-4,(1)4-3,(0)3-3,客胜
1841,(4)6-2,(0)4-4,(3)4-1,(0)0-0,(1)0-1,(1)0-1,主胜
1842,(10)14-4,(2)2-4,(2)0-2,(4)0-4,(3)4-1,(1)2-1,平局
1843,(4)6-2,(0)2-2,(1)3-4,(0)0-0,(1)0-1,(1)0-1,主胜
1844,(3)0-3,(1)3-2,(0)2-2,(1)2-1,(2)1-3,(1)0-1,客胜
1845,(4)2-6,(6)0-6,(1)0-1,(1)5-4,(4)0-4,(10)0-10,主胜
1846,(2)0-2,(2)0-2,(4)6-2,(3)5-2,(7)0-7,(0)0-0,主胜
1847,(0)3-3,(3)6-3,(5)6-1,(3)2-5,(3)5-2,(2)0-2,平局
1848,(1)4-5,(9)0-9,(9)0-9,(3)0-3,(6)9-3,(1)12-11,客胜
1849,(3)3-6,(1)4-5,(2)7-5,(6)9-3,(1)9-8,(7)12-5,主胜
1850,(14)0-14,(12)14-2,(14)15-1,(2)0-2,(2)0-2,(2)0-2,主胜
1851,(6)1-7,(3)2-5,(3)1-4,(0)4-4,(2)4-2,(2)0-2,平局
1852,(10)11-1,(9)12-3,(1)4-3,(4)1-5,(1)1-2,(9)3-12,主胜
1853,(4)0-4,(10)4-14,(10)2-12,(2)2-4,(4)0-4,(6)4-10,平局
1854,(2)4-2,(6)0-6,(4)0-4,(6)4-10,(12)2-14,(15)2-17,主胜
1855,(7)9-2,(3)4-7,(6)1-7,(1)2-3,(3)0-3,(7)0-7,主胜
1856,(1)2-1,(1)2-3,(1)2-1,(3)1-4,(2)1-3,(2)1-3,客胜
1857,(1)2-1,(1)0-1,(8)1-9,(1)1-2,(2)4-2,(6)0-6,平局
1858,(4)5-1,(1)0-1,(5)6-1,(0)4-4,(7)1-8,(7)1-8,客胜
1859,(0)0-0,(6)0-6,(3)6-3,(2)0-2,(0)2-2,(8)10-2,主胜
1860,(11)13-2,(11)15-4,(19)0-19,(1)0-1,(0)0-0,(1)0-1,主胜
1861,(0)0-0,(3)0-3,(1)2-1,(2)0-2,(6)8-2,(8)9-1,主胜
1862,(4)6-2,(0)2-2,(1)3-4,(0)0-0,(1)0-1,(1)0-1,主胜
1863,(2)5-3,(2)1-3,(7)1-8,(5)1-6,(7)1-8,(6)1-7,客胜
1864,(2)6-4,(3)4-1,(1)2-1,(1)0-1,(1)0-1,(1)0-1,平局
1865,(0)1-1,(1)0-1,(3)4-1,(1)2-1,(0)2-2,(0)2-2,主胜
1866,(4)0-4,(5)0-5,(1)2-3,(2)0-2,(1)0-1,(0)1-1,客胜
1867,(4)0-4,(0)2-2,(2)0-2,(2)0-2,(0)2-2,(2)1-3,客胜
1868,(2)2-4,(3)6-3,(2)3-1,(2)0-2,(0)1-1,(0)1-1,主胜
1869,(3)5-2,(3)5-2,(1)4-5,(2)0-2,(7)0-7,(4)7-3,主胜
1870,(2)1-3,(6)3-9,(7)8-1,(7)2-9,(3)3-6,(3)3-6,客胜
1871,(3)1-4,(0)1-1,(7)1-8,(1)2-1,(2)0-2,(0)1-1,平局
1872,(4)1-5,(1)3-2,(1)3-4,(0)0-0,(1)0-1,(1)0-1,主胜
1873,(6)0-6,(4)6-2,(0)4-4,(5)0-5,(0)0-0,(1)0-1,主胜
1874,(0)1-1,(1)0-1,(2)0-2,(1)0-1,(1)0-1,(1)0-1,客胜
1875,(0)1-1,(1)2-1,(1)2-1,(2)0-2,(0)1-1,(6)1-7,平局
1876,(2)0-2,(1)2-1,(0)3-3,(2)3-1,(1)3-2,(0)2-2,平局
1877,(7)2-9,(1)1-2,(13)3-16,(2)3-1,(2)3-1,(1)3-4,主胜
1878,(4)6-2,(3)5-2,(4)1-5,(3)6-3,(2)3-1,(1)0-1,平局
1879,(9)0-9,(7)0-7,(6)7-1,(2)3-5,(4)5-1,(1)0-1,主胜
1880,(2)0-2,(0)2-2,(2)4-2,(5)0-5,(1)2-3,(1)4-3,客胜
1881,(9)0-9,(12)0-12,(2)7-5,(2)3-5,(9)14-5,(18)19-1,主胜
1882,(2)4-2,(2)2-4,(2)4-2,(2)1-3,(4)0-4,(4)0-4,平局
1883,(4)6-2,(0)2-2,(1)3-4,(0)0-0,(1)0-1,(1)0-1,主胜
1884,(5)1-6,(4)1-5,(0)1-1,(0)0-0,(1)0-1,(1)1-2,平局
1885,(1)0-1,(4)0-4,(4)0-4,(0)1-1,(1)0-1,(1)0-1,平局
1886,(1)4-5,(3)5-2,(1)4-3,(1)2-3,(2)0-2,(8)0-8,主胜
1887,(6)0-6,(2)0-2,(0)2-2,(5)0-5,(3)1-4,(3)1-4,主胜
1888,(0)1-1,(1)2-1,(2)3-5,(2)0-2,(0)1-1,(0)1-1,平局
1889,(7)0-7,(0)0-0,(4)0-4,(4)0-4,(2)3-1,(1)0-1,平局
1890,(1)6-7,(1)7-6,(6)7-1,(12)0-12,(3)0-3,(8)11-3,主胜
1891,(0)2-2,(4)2-6,(4)1-5,(0)2-2,(0)2-2,(0)2-2,平局
1892,(3)1-4,(5)0-5,(3)0-3,(1)0-1,(0)1-1,(1)0-1,平局
1893,(1)0-1,(1)0-1,(0)1-1,(4)2-6,(4)5-1,(1)3-2,平局
1894,(2)1-3,(6)3-9,(9)3-12,(7)2-9,(3)3-6,(5)1-6,客胜
1895,(13)15-2,(13)1-14,(1)1-2,(0)3-3,(3)0-3,(5)0-5,客胜
1896,(2)0-2,(1)0-1,(1)2-1,(2)3-1,(2)4-2,(7)9-2,平局
1897,(7)0-7,(0)7-7,(1)8-7,(2)1-3,(4)0-4,(2)0-2,主胜
1898,(5)7-2,(2)0-2,(8)0-8,(1)5-4,(5)0-5,(1)0-1,客胜
1899,(10)0-10,(8)9-1,(1)9-8,(5)6-1,(5)6-1,(5)6-1,客胜
1900,(3)1-4,(8)1-9,(8)1-9,(3)0-3,(1)1-2,(2)0-2,客胜
1901,(10)13-3,(11)13-2,(0)1-1,(1)2-3,(3)0-3,(1)3-2,平局
1902,(7)9-2,(3)4-7,(1)4-5,(1)2-3,(3)0-3,(4)7-3,主胜
1903,(2)5-3,(2)3-5,(7)1-8,(5)1-6,(0)1-1,(6)1-7,客胜
1904,(0)1-1,(1)1-2,(1)3-2,(6)7-1,(3)5-2,(4)5-1,平局
1905,(1)3-2,(4)5-1,(2)3-1,(8)11-3,(14)0-14,(10)4-14,主胜
1906,(3)0-3,(4)0-4,(0)2-2,(1)0-1,(1)1-2,(2)3-1,客胜
1907,(2)2-4,(0)3-3,(1)3-4,(1)3-2,(3)0-3,(2)3-1,主胜
1908,(1)2-1,(2)1-3,(1)1-2,(1)0-1,(3)4-1,(3)4-7,客胜
1909,(0)2-2,(0)2-2,(3)4-1,(0)2-2,(1)2-1,(1)2-1,平局
1910,(1)2-1,(1)1-2,(1)1-2,(3)4-1,(4)0-4,(3)0-3,平局
1911,(3)1-4,(1)0-1,(1)2-1,(3)0-3,(1)1-2,(1)2-1,客胜
1912,(8)12-4,(6)5-11,(4)1-5,(3)4-1,(6)4-10,(3)7-10,主胜
1913,(1)7-6,(9)11-2,(1)3-2,(1)0-1,(1)0-1,(1)0-1,主胜
1914,(6)9-3,(10)2-12,(2)0-2,(8)11-3,(6)4-10,(5)10-5,主胜
1915,(4)6-2,(0)4-4,(3)4-1,(0)0-0,(1)0-1,(1)0-1,主胜
1916,(6)0-6,(3)6-3,(11)14-3,(3)4-1,(2)3-1,(2)1-3,客胜
1917,(6)0-6,(2)0-2,(0)1-1,(5)0-5,(3)1-4,(4)0-4,主胜
1918,(1)4-5,(5)0-5,(4)5-1,(1)2-1,(2)1-3,(1)3-4,主胜
1919,(0)1-1,(1)2-1,(1)1-2,(2)0-2,(0)1-1,(1)2-1,平局
1920,(2)6-8,(12)2-14,(12)14-2,(0)0-0,(1)0-1,(0)1-1,主胜
1921,(2)4-2,(0)2-2,(1)3-4,(1)0-1,(1)0-1,(1)0-1,主胜
1922,(4)0-4,(5)0-5,(1)2-3,(2)0-2,(1)0-1,(0)1-1,客胜
1923,(0)1-1,(2)0-2,(0)2-2,(1)0-1,(1)0-1,(3)0-3,客胜
1924,(4)5-1,(9)10-1,(7)9-2,(0)1-1,(0)1-1,(1)2-1,客胜
1925,(7)9-2,(3)4-7,(1)4-3,(1)2-3,(3)0-3,(8)0-8,主胜
1926,(2)2-4,(4)5-1,(0)1-1,(3)4-1,(3)4-1,(0)2-2,平局
1927,(1)3-4,(3)4-1,(1)0-1,(0)1-1,(1)2-1,(1)1-2,平局
1928,(2)0-2,(2)0-2,(2)0-2,(4)0-4,(3)0-3,(3)0-3,平局
1929,(6)0-6,(2)0-2,(0)2-2,(5)0-5,(3)1-4,(3)1-4,主胜
1930,(4)2-6,(2)5-3,(4)5-1,(2)3-1,(3)1-4,(5)10-5,平局
1931,(3)2-5,(1)3-4,(4)0-4,(0)1-1,(2)3-1,(2)4-2,主胜
1932,(4)0-4,(0)2-2,(1)2-1,(2)0-2,(0)2-2,(2)3-1,客胜
1933,(2)1-3,(0)4-4,(2)5-3,(0)1-1,(1)0-1,(5)0-5,平局
1934,(11)13-2,(8)10-2,(8)2-10,(1)0-1,(3)1-4,(1)3-2,主胜
1935,(10)1-11,(11)12-1,(7)8-1,(11)0-11,(1)5-6,(3)3-6,客胜
1936,(0)1-1,(1)1-2,(1)2-1,(1)1-2,(1)1-2,(3)0-3,平局
1937,(2)2-4,(6)0-6,(4)6-2,(1)0-1,(1)0-1,(0)0-0,主胜
1938,(2)0-2,(1)0-1,(0)1-1,(4)0-4,(2)2-4,(4)1-5,平局
1939,(0)5-5,(8)1-9,(8)1-9,(1)0-1,(1)1-2,(2)0-2,客胜
1940,(2)9-7,(3)5-2,(1)2-3,(2)0-2,(3)0-3,(0)3-3,客胜
1941,(5)7-2,(1)4-5,(4)5-1,(1)0-1,(2)1-3,(2)3-1,客胜
1942,(1)0-1,(0)1-1,(3)2-5,(1)0-1,(0)1-1,(0)1-1,平局
1943,(6)0-6,(4)1-5,(1)4-5,(5)0-5,(7)0-7,(4)7-3,主胜
1944,(14)15-1,(11)13-2,(0)1-1,(2)0-2,(3)0-3,(1)3-2,平局
1945,(2)0-2,(2)0-2,(1)0-1,(0)1-1,(1)1-2,(4)3-7,客胜
1946,(2)0-2,(4)6-2,(0)4-4,(5)0-5,(5)0-5,(1)0-1,主胜
1947,(4)0-4,(6)0-6,(6)0-6,(2)2-4,(12)2-14,(8)11-3,主胜
1948,(5)1-6,(4)6-2,(5)7-2,(0)0-0,(0)0-0,(1)0-1,平局
1949,(0)1-1,(0)1-1,(0)1-1,(1)1-2,(1)1-2,(1)2-1,主胜
1950,(0)1-1,(3)1-4,(0)2-2,(0)1-1,(1)2-1,(0)3-3,客胜
1951,(4)5-1,(1)0-1,(0)1-1,(0)4-4,(7)1-8,(5)2-7,客胜
1952,(1)1-2,(1)2-1,(3)4-1,(4)6-2,(2)4-2,(1)2-1,平局
1953,(10)14-4,(2)2-4,(6)12-6,(4)0-4,(3)4-1,(3)1-4,主胜
1954,(1)4-5,(7)8-1,(6)8-2,(1)1-2,(2)0-2,(1)0-1,客胜
1955,(0)2-2,(0)4-4,(1)4-5,(1)0-1,(1)0-1,(0)1-1,主胜
1956,(2)4-2,(1)1-2,(5)6-1,(3)2-5,(5)0-5,(2)0-2,平局
1957,(3)1-4,(3)2-5,(0)2-2,(3)0-3,(4)0-4,(4)0-4,客胜
1958,(2)5-7,(2)5-7,(2)3-5,(1)2-1,(1)2-1,(4)5-1,客胜
1959,(1)3-4,(1)3-4,(4)11-7,(4)2-6,(0)3-3,(1)4-3,客胜
1960,(5)7-2,(2)0-2,(2)0-2,(0)0-0,(0)0-0,(4)0-4,平局
1961,(2)0-2,(0)1-1,(1)0-1,(0)1-1,(1)0-1,(3)0-3,客胜
1962,(4)6-2,(3)5-2,(4)1-5,(3)6-3,(2)3-1,(1)0-1,平局
1963,(6)10-4,(4)8-4,(10)11-1,(3)5-2,(1)2-1,(1)2-3,平局
1964,(2)4-2,(2)0-2,(2)2-4,(2)1-3,(1)4-3,(7)0-7,平局
1965,(10)3-13,(4)3-7,(3)10-7,(1)1-2,(3)0-3,(1)1-2,平局
1966,(10)14-4,(18)0-18,(16)18-2,(1)3-2,(1)2-1,(5)6-1,平局
1967,(2)6-8,(10)12-2,(8)10-2,(0)0-0,(1)0-1,(1)0-1,主胜
1968,(7)0-7,(0)0-0,(0)0-0,(2)3-1,(2)3-1,(1)3-2,平局
1969,(3)2-5,(1)3-4,(4)0-4,(0)1-1,(2)3-1,(2)4-2,主胜
1970,(3)0-3,(3)0-3,(0)3-3,(3)1-4,(3)5-2,(3)5-2,平局
1971,(2)5-3,(1)4-3,(5)2-7,(5)1-6,(1)0-1,(1)0-1,客胜
1972,(0)2-2,(0)2-2,(0)2-2,(0)2-2,(1)2-1,(3)0-3,平局
1973,(10)3-13,(9)3-12,(8)10-2,(1)1-2,(3)0-3,(0)3-3,平局
1974,(6)1-7,(0)4-4,(3)1-4,(0)4-4,(4)0-4,(2)0-2,平局
1975,(4)0-4,(9)0-9,(1)5-4,(2)0-2,(2)0-2,(1)2-1,客胜
1976,(2)8-10,(0)5-5,(5)0-5,(5)6-1,(0)6-6,(2)4-6,客胜
1977,(3)7-4,(2)6-4,(7)10-3,(3)3-6,(1)5-4,(2)6-4,主胜
1978,(3)5-2,(6)7-1,(4)4-8,(2)0-2,(5)0-5,(2)5-3,主胜
1979,(1)8-7,(11)13-2,(6)8-2,(5)1-6,(4)1-5,(1)0-1,客胜
1980,(9)0-9,(7)0-7,(6)7-1,(2)3-5,(4)5-1,(4)5-1,主胜
1981,(2)0-2,(2)0-2,(2)0-2,(4)0-4,(2)3-1,(3)0-3,平局
1982,(2)1-3,(1)4-3,(3)4-1,(2)3-1,(4)0-4,(1)0-1,客胜
1983,(2)2-4,(4)2-6,(2)0-2,(2)0-2,(2)0-2,(2)0-2,平局
1984,(1)3-4,(3)5-2,(2)7-5,(1)3-4,(2)3-5,(7)8-1,主胜
1985,(1)1-2,(3)0-3,(8)0-8,(0)2-2,(3)4-1,(5)0-5,主胜
1986,(3)1-4,(2)2-4,(5)2-7,(5)1-6,(0)1-1,(1)0-1,客胜
1987,(5)8-3,(4)4-8,(2)1-3,(3)0-3,(3)0-3,(0)3-3,平局
1988,(2)4-2,(2)0-2,(2)0-2,(2)3-1,(4)0-4,(3)4-1,客胜
1989,(1)4-5,(1)4-5,(5)2-7,(1)2-3,(0)1-1,(12)1-13,主胜
1990,(1)2-1,(0)1-1,(0)1-1,(1)2-3,(1)3-2,(1)2-1,平局
1991,(4)6-2,(4)5-1,(1)3-2,(2)5-3,(6)1-7,(4)1-5,主胜
1992,(7)9-2,(1)4-5,(4)4-8,(1)2-3,(1)2-3,(2)5-3,主胜
1993,(0)1-1,(1)1-2,(3)0-3,(1)0-1,(0)1-1,(1)2-1,客胜
1994,(1)1-2,(1)0-1,(8)0-8,(6)2-8,(10)0-10,(5)0-5,主胜
1995,(3)1-4,(8)1-9,(6)2-8,(3)0-3,(1)1-2,(2)1-3,客胜
1996,(1)2-1,(0)3-3,(2)1-3,(1)3-2,(3)0-3,(2)0-2,主胜
1997,(11)0-11,(9)10-1,(8)1-9,(1)0-1,(1)0-1,(7)0-7,客胜
1998,(3)7-4,(3)4-1,(10)11-1,(7)0-7,(7)0-7,(5)7-12,主胜
1999,(2)2-4,(4)2-6,(2)0-2,(2)0-2,(0)2-2,(2)0-2,平局
2000,(10)3-13,(4)10-6,(4)5-1,(1)1-2,(1)1-2,(1)1-2,平局
2001,(2)0-2,(1)1-2,(3)0-3,(0)1-1,(0)1-1,(1)1-2,客胜
2002,(3)3-6,(3)6-3,(5)6-1,(5)2-7,(3)5-2,(8)10-2,平局
2003,(2)1-3,(0)3-3,(3)3-6,(2)0-2,(2)0-2,(0)1-1,主胜
2004,(0)1-1,(3)4-1,(2)6-4,(1)2-1,(0)1-1,(0)1-1,主胜
2005,(4)5-9,(0)7-7,(2)5-7,(4)2-6,(7)8-1,(1)1-2,平局
2006,(0)2-2,(0)2-2,(1)1-2,(1)3-2,(1)2-1,(0)1-1,客胜
2007,(3)3-6,(4)1-5,(1)3-2,(0)5-5,(3)5-2,(2)4-2,主胜
2008,(4)5-1,(6)7-1,(5)7-2,(3)2-5,(4)1-5,(4)1-5,平局
2009,(4)0-4,(9)0-9,(1)5-4,(2)0-2,(2)0-2,(1)2-1,客胜
2010,(4)0-4,(4)8-4,(8)10-2,(2)0-2,(0)1-1,(2)1-3,客胜
2011,(1)2-1,(1)2-1,(1)2-1,(1)3-2,(3)2-5,(2)0-2,主胜
2012,(4)5-9,(0)7-7,(3)2-5,(4)2-6,(7)8-1,(7)9-2,平局
2013,(6)1-7,(0)7-7,(14)0-14,(0)3-3,(2)3-1,(1)5-4,客胜
2014,(4)0-4,(0)4-4,(2)6-4,(2)1-3,(4)5-1,(5)5-10,主胜
